Source IP,Destination IP,Protocol,Source Port,Destination Port,Length
192.178.211.94,192.168.0.116,UDP,443,39975,64
192.168.0.116,192.178.211.94,UDP,39975,443,77
192.178.211.94,192.168.0.116,UDP,443,39975,66
192.168.0.116,142.251.106.190,TCP,36222,443,74
142.251.106.190,192.168.0.116,TCP,443,36222,74
192.168.0.116,142.251.106.190,TCP,36222,443,66
192.168.0.116,142.251.106.190,TCP,36222,443,1857
142.251.106.190,192.168.0.116,TCP,443,36222,66
142.251.106.190,192.168.0.116,TCP,443,36222,66
142.251.106.190,192.168.0.116,TCP,443,36222,2866
192.168.0.116,142.251.106.190,TCP,36222,443,66
142.251.106.190,192.168.0.116,TCP,443,36222,2866
142.251.106.190,192.168.0.116,TCP,443,36222,867
192.168.0.116,142.251.106.190,TCP,36222,443,66
192.168.0.116,142.251.106.190,TCP,36222,443,66
192.168.0.116,142.251.106.190,TCP,36222,443,140
142.251.106.190,192.168.0.116,TCP,443,36222,1018
192.168.0.116,142.251.106.190,TCP,36222,443,66
192.168.0.116,142.251.106.91,UDP,42638,443,1292
192.168.0.116,142.251.106.91,UDP,42638,443,1292
192.168.0.116,142.251.106.91,UDP,42638,443,118
192.168.0.116,142.251.106.91,UDP,42638,443,1288
192.168.0.116,142.251.106.91,UDP,42638,443,1292
192.168.0.116,142.251.106.91,UDP,42638,443,576
192.168.0.116,142.251.106.91,UDP,42638,443,142
192.168.0.116,172.64.148.235,TCP,53204,443,157
192.168.0.116,142.251.150.119,UDP,40404,443,71
192.168.0.116,142.251.150.119,UDP,40404,443,71
192.168.0.116,142.251.106.91,UDP,42638,443,1292
192.168.0.116,142.251.106.91,UDP,42638,443,1292
192.168.0.116,142.251.106.91,UDP,42638,443,1292
142.251.106.91,192.168.0.116,UDP,443,42638,82
142.251.106.91,192.168.0.116,UDP,443,42638,1292
142.251.106.91,192.168.0.116,UDP,443,42638,1292
142.251.106.91,192.168.0.116,UDP,443,42638,326
142.251.106.91,192.168.0.116,UDP,443,42638,978
142.251.106.91,192.168.0.116,UDP,443,42638,66
142.251.106.91,192.168.0.116,UDP,443,42638,65
142.251.150.119,192.168.0.116,UDP,443,40404,68
142.251.150.119,192.168.0.116,UDP,443,40404,68
142.251.106.91,192.168.0.116,UDP,443,42638,1292
142.251.106.91,192.168.0.116,UDP,443,42638,337
142.251.106.91,192.168.0.116,UDP,443,42638,1292
142.251.106.91,192.168.0.116,UDP,443,42638,1292
192.168.0.116,142.251.106.91,UDP,42638,443,120
192.168.0.116,142.251.106.91,UDP,42638,443,73
192.168.0.116,142.251.106.91,UDP,42638,443,155
142.251.106.91,192.168.0.116,UDP,443,42638,162
192.168.0.116,142.251.106.91,UDP,42638,443,77
142.251.106.91,192.168.0.116,UDP,443,42638,1288
142.251.106.91,192.168.0.116,UDP,443,42638,1292
142.251.106.91,192.168.0.116,UDP,443,42638,89
142.251.106.91,192.168.0.116,UDP,443,42638,63
192.168.0.116,142.251.106.91,UDP,42638,443,77
192.168.0.116,142.251.106.91,UDP,42638,443,77
192.168.0.116,142.251.106.91,UDP,42638,443,81
172.64.148.235,192.168.0.116,TCP,443,53204,66
192.168.0.116,192.178.193.136,UDP,52100,443,1292
192.168.0.116,192.178.193.136,UDP,52100,443,1292
192.168.0.116,192.178.193.136,UDP,52100,443,117
192.168.0.116,192.178.193.136,UDP,52100,443,1288
192.168.0.116,192.178.193.136,UDP,52100,443,1292
192.168.0.116,192.178.193.136,UDP,52100,443,611
192.168.0.116,192.178.193.136,UDP,52100,443,143
192.168.0.116,142.251.106.91,UDP,42638,443,78
142.251.106.91,192.168.0.116,UDP,443,42638,68
192.178.193.136,192.168.0.116,UDP,443,52100,82
192.178.193.136,192.168.0.116,UDP,443,52100,1292
192.178.193.136,192.168.0.116,UDP,443,52100,1292
192.178.193.136,192.168.0.116,UDP,443,52100,323
192.178.193.136,192.168.0.116,UDP,443,52100,986
192.178.193.136,192.168.0.116,UDP,443,52100,66
192.178.193.136,192.168.0.116,UDP,443,52100,65
192.168.0.116,192.178.193.136,UDP,52100,443,120
192.168.0.116,192.178.193.136,UDP,52100,443,73
192.178.193.136,192.168.0.116,UDP,443,52100,173
192.168.0.116,192.178.193.136,UDP,52100,443,74
192.168.0.116,172.64.155.209,TCP,60616,443,1454
192.168.0.116,172.64.155.209,TCP,60616,443,1454
172.64.148.235,192.168.0.116,TCP,443,53204,151
172.64.155.209,192.168.0.116,TCP,443,60616,66
172.64.155.209,192.168.0.116,TCP,443,60616,66
192.168.0.116,172.64.155.209,TCP,60616,443,1454
172.64.155.209,192.168.0.116,TCP,443,60616,66
192.168.0.116,172.64.155.209,TCP,60616,443,1454
192.168.0.116,172.64.155.209,TCP,60616,443,1454
192.178.193.136,192.168.0.116,UDP,443,52100,1288
142.251.106.94,192.168.0.116,UDP,443,51398,82
172.67.71.155,192.168.0.116,UDP,443,60012,1242
192.178.193.102,192.168.0.116,UDP,443,37368,66
192.168.0.116,192.178.193.136,UDP,52100,443,527
192.178.193.136,192.168.0.116,UDP,443,52100,71
192.168.0.116,192.178.193.136,UDP,52100,443,75
192.178.193.136,192.168.0.116,UDP,443,52100,1292
192.178.193.136,192.168.0.116,UDP,443,52100,356
192.168.0.116,192.178.193.136,UDP,52100,443,75
192.178.193.136,192.168.0.116,UDP,443,52100,67
192.178.193.136,192.168.0.116,UDP,443,52100,109
172.67.71.155,192.168.0.116,UDP,443,60012,788
172.67.71.155,192.168.0.116,UDP,443,60012,796
192.168.0.116,172.67.71.155,UDP,60012,443,85
192.168.0.116,192.178.193.136,UDP,52100,443,75
192.178.193.136,192.168.0.116,UDP,443,52100,1285
192.178.193.136,192.168.0.116,UDP,443,52100,1292
192.178.193.136,192.168.0.116,UDP,443,52100,1292
192.168.0.116,192.178.193.136,UDP,52100,443,74
192.178.193.136,192.168.0.116,UDP,443,52100,1292
192.178.193.136,192.168.0.116,UDP,443,52100,1292
192.178.193.136,192.168.0.116,UDP,443,52100,512
192.168.0.116,192.178.193.136,UDP,52100,443,74
192.178.193.136,192.168.0.116,UDP,443,52100,1285
192.168.0.116,192.178.193.136,UDP,52100,443,74
192.178.193.136,192.168.0.116,UDP,443,52100,1292
192.178.193.136,192.168.0.116,UDP,443,52100,1292
192.168.0.116,192.178.193.136,UDP,52100,443,74
192.178.193.136,192.168.0.116,UDP,443,52100,1292
192.178.193.136,192.168.0.116,UDP,443,52100,1285
192.168.0.116,192.178.193.136,UDP,52100,443,75
192.178.193.136,192.168.0.116,UDP,443,52100,567
51.105.71.136,192.168.0.116,TCP,443,42348,66
51.105.71.136,192.168.0.116,TCP,443,42348,66
51.105.71.136,192.168.0.116,TCP,443,42348,105
192.168.0.116,51.105.71.136,TCP,42348,443,66
51.105.71.136,192.168.0.116,TCP,443,42348,164
192.168.0.116,51.105.71.136,TCP,42348,443,66
192.168.0.116,51.105.71.136,TCP,42348,443,101
192.178.174.95,192.168.0.116,UDP,443,37077,119
192.168.0.116,192.178.174.95,UDP,37077,443,75
51.105.71.136,192.168.0.116,TCP,443,42348,66
192.168.0.116,142.251.106.156,UDP,35390,443,1292
192.168.0.116,142.251.106.156,UDP,35390,443,1292
192.168.0.116,142.251.106.156,UDP,35390,443,121
192.168.0.116,142.251.106.156,UDP,35390,443,1040
142.251.106.156,192.168.0.116,UDP,443,35390,82
142.251.106.156,192.168.0.116,UDP,443,35390,1292
142.251.106.156,192.168.0.116,UDP,443,35390,1292
142.251.106.156,192.168.0.116,UDP,443,35390,326
142.251.106.156,192.168.0.116,UDP,443,35390,1008
142.251.106.156,192.168.0.116,UDP,443,35390,67
142.251.106.156,192.168.0.116,UDP,443,35390,66
192.168.0.116,142.251.106.156,UDP,35390,443,120
192.168.0.116,142.251.106.156,UDP,35390,443,73
142.251.106.156,192.168.0.116,UDP,443,35390,162
142.251.106.156,192.168.0.116,UDP,443,35390,64
192.168.0.116,142.251.106.156,UDP,35390,443,73
192.168.0.116,142.251.106.156,UDP,35390,443,74
142.251.106.156,192.168.0.116,UDP,443,35390,611
142.251.106.156,192.168.0.116,UDP,443,35390,159
192.168.0.116,142.251.106.156,UDP,35390,443,77
142.251.106.156,192.168.0.116,UDP,443,35390,65
192.168.0.116,142.251.150.119,UDP,40404,443,71
142.251.150.119,192.168.0.116,UDP,443,40404,68
192.168.0.116,192.178.193.136,UDP,52100,443,468
192.178.193.136,192.168.0.116,UDP,443,52100,73
192.168.0.116,192.178.193.136,UDP,52100,443,75
192.168.0.116,192.178.193.136,UDP,52100,443,195
192.168.0.116,192.178.193.136,UDP,52100,443,195
192.168.0.116,192.178.193.136,UDP,52100,443,198
192.178.193.136,192.168.0.116,UDP,443,52100,72
192.178.193.136,192.168.0.116,UDP,443,52100,219
192.168.0.116,192.178.193.136,UDP,52100,443,78
192.168.0.116,192.178.193.136,UDP,52100,443,83
192.178.193.136,192.168.0.116,UDP,443,52100,64
192.178.193.136,192.168.0.116,UDP,443,52100,72
192.178.193.136,192.168.0.116,UDP,443,52100,77
192.178.193.136,192.168.0.116,UDP,443,52100,64
192.178.193.136,192.168.0.116,UDP,443,52100,66
192.178.193.136,192.168.0.116,UDP,443,52100,77
192.178.193.136,192.168.0.116,UDP,443,52100,64
192.178.193.136,192.168.0.116,UDP,443,52100,77
192.178.193.136,192.168.0.116,UDP,443,52100,64
192.168.0.116,192.178.193.136,UDP,52100,443,80
192.168.0.116,192.178.193.136,UDP,52100,443,80
192.168.0.116,192.178.193.136,UDP,52100,443,76
192.168.0.116,192.178.193.136,UDP,52100,443,80
192.178.193.136,192.168.0.116,UDP,443,52100,67
192.168.0.116,192.178.193.136,UDP,52100,443,74
192.178.193.136,192.168.0.116,UDP,443,52100,68
192.168.0.116,142.251.150.119,UDP,40404,443,71
142.251.150.119,192.168.0.116,UDP,443,40404,68
192.168.0.116,192.178.193.136,UDP,52100,443,1286
192.168.0.116,192.178.193.136,UDP,52100,443,1292
192.168.0.116,192.178.193.136,UDP,52100,443,951
192.178.193.136,192.168.0.116,UDP,443,52100,71
192.168.0.116,192.178.193.136,UDP,52100,443,75
192.178.193.136,192.168.0.116,UDP,443,52100,68
192.168.0.116,142.251.150.119,UDP,40404,443,1149
142.251.150.119,192.168.0.116,UDP,443,40404,72
192.168.0.116,142.251.150.119,UDP,40404,443,75
142.251.150.119,192.168.0.116,UDP,443,40404,720
142.251.150.119,192.168.0.116,UDP,443,40404,229
192.168.0.116,142.251.150.119,UDP,40404,443,79
142.251.150.119,192.168.0.116,UDP,443,40404,68
192.178.193.136,192.168.0.116,UDP,443,52100,1288
192.178.193.136,192.168.0.116,UDP,443,52100,1292
192.178.193.136,192.168.0.116,UDP,443,52100,1292
192.178.193.136,192.168.0.116,UDP,443,52100,1292
192.178.193.136,192.168.0.116,UDP,443,52100,1292
192.178.193.136,192.168.0.116,UDP,443,52100,1292
192.178.193.136,192.168.0.116,UDP,443,52100,255
192.178.193.136,192.168.0.116,UDP,443,52100,188
192.168.0.116,192.178.193.136,UDP,52100,443,79
192.178.193.136,192.168.0.116,UDP,443,52100,68
192.168.0.116,20.42.65.91,TCP,44928,443,74
20.42.65.91,192.168.0.116,TCP,443,44928,74
192.168.0.116,20.42.65.91,TCP,44928,443,66
192.168.0.116,20.42.65.91,TCP,44928,443,583
192.168.0.116,142.251.106.94,UDP,51398,443,1040
142.251.106.94,192.168.0.116,UDP,443,51398,69
142.251.106.94,192.168.0.116,UDP,443,51398,776
192.168.0.116,142.251.106.94,UDP,51398,443,77
192.168.0.116,142.251.106.94,UDP,51398,443,220
142.251.106.94,192.168.0.116,UDP,443,51398,69
142.251.106.94,192.168.0.116,UDP,443,51398,1288
142.251.106.94,192.168.0.116,UDP,443,51398,1292
142.251.106.94,192.168.0.116,UDP,443,51398,1292
142.251.106.94,192.168.0.116,UDP,443,51398,1292
142.251.106.94,192.168.0.116,UDP,443,51398,1292
142.251.106.94,192.168.0.116,UDP,443,51398,1292
142.251.106.94,192.168.0.116,UDP,443,51398,1292
192.168.0.116,13.107.213.48,TCP,50152,443,74
13.107.213.48,192.168.0.116,TCP,443,50152,66
13.107.213.48,192.168.0.116,TCP,443,50152,5778
74.125.24.119,192.168.0.116,UDP,443,44203,1292
192.168.0.116,172.64.155.209,TCP,60616,443,102
192.168.0.116,172.64.155.209,TCP,60616,443,102
172.64.155.209,192.168.0.116,TCP,443,60616,66
172.64.155.209,192.168.0.116,TCP,443,60616,66
192.168.0.116,172.64.155.209,TCP,60616,443,1454
192.168.0.116,172.64.155.209,TCP,60616,443,1454
192.168.0.116,172.64.155.209,TCP,60616,443,2842
172.64.155.209,192.168.0.116,TCP,443,60616,78
172.64.155.209,192.168.0.116,TCP,443,60616,78
192.168.0.116,172.64.155.209,TCP,60616,443,1454
192.168.0.116,172.64.155.209,TCP,60616,443,1154
172.64.155.209,192.168.0.116,TCP,443,60616,78
192.168.0.116,172.64.155.209,TCP,60616,443,1454
172.64.155.209,192.168.0.116,TCP,443,60616,78
172.64.155.209,192.168.0.116,TCP,443,60616,78
172.64.155.209,192.168.0.116,TCP,443,60616,66
172.64.155.209,192.168.0.116,TCP,443,60616,574
172.64.155.209,192.168.0.116,TCP,443,60616,113
172.64.155.209,192.168.0.116,TCP,443,60616,97
172.64.155.209,192.168.0.116,TCP,443,60616,97
192.168.0.116,172.64.155.209,TCP,60616,443,66
192.168.0.116,172.64.155.209,TCP,60616,443,66
192.168.0.116,172.64.155.209,TCP,60616,443,66
192.168.0.116,172.64.155.209,TCP,60616,443,78
192.168.0.116,172.64.155.209,TCP,60616,443,101
172.64.155.209,192.168.0.116,TCP,443,60616,66
192.168.0.116,172.64.155.209,TCP,60616,443,1454
192.168.0.116,172.64.155.209,TCP,60616,443,1454
172.64.155.209,192.168.0.116,TCP,443,60616,66
192.168.0.116,172.64.155.209,TCP,60616,443,1454
192.168.0.116,172.64.155.209,TCP,60616,443,1454
172.64.155.209,192.168.0.116,TCP,443,60616,66
192.168.0.116,172.64.155.209,TCP,60616,443,1454
172.64.155.209,192.168.0.116,TCP,443,60616,66
172.64.155.209,192.168.0.116,TCP,443,60616,66
172.64.155.209,192.168.0.116,TCP,443,60616,66
192.168.0.116,172.64.155.209,TCP,60616,443,1454
192.168.0.116,172.64.155.209,TCP,60616,443,760
172.64.155.209,192.168.0.116,TCP,443,60616,66
172.64.155.209,192.168.0.116,TCP,443,60616,66
192.178.174.95,192.168.0.116,UDP,443,37077,120
192.168.0.116,192.178.174.95,UDP,37077,443,75
172.64.155.209,192.168.0.116,TCP,443,60616,504
172.64.155.209,192.168.0.116,TCP,443,60616,113
172.64.155.209,192.168.0.116,TCP,443,60616,97
192.168.0.116,172.64.155.209,TCP,60616,443,66
192.178.174.95,192.168.0.116,UDP,443,37077,120
192.168.0.116,192.178.174.95,UDP,37077,443,75
192.168.0.116,192.178.174.95,UDP,37077,443,71
192.178.174.95,192.168.0.116,UDP,443,37077,67
192.168.0.116,192.168.0.1,UDP,50796,53,86
192.168.0.116,192.178.211.94,UDP,51085,443,1292
192.168.0.116,192.178.211.94,UDP,51085,443,1292
192.168.0.116,192.178.211.94,UDP,51085,443,124
192.168.0.116,192.178.211.94,UDP,51085,443,1027
192.168.0.1,192.168.0.116,UDP,53,50796,143
192.178.211.94,192.168.0.116,UDP,443,51085,82
192.178.211.94,192.168.0.116,UDP,443,51085,1292
192.178.211.94,192.168.0.116,UDP,443,51085,1292
192.178.211.94,192.168.0.116,UDP,443,51085,333
192.178.211.94,192.168.0.116,UDP,443,51085,986
192.178.211.94,192.168.0.116,UDP,443,51085,67
192.178.211.94,192.168.0.116,UDP,443,51085,64
192.168.0.116,192.178.211.94,UDP,51085,443,1292
192.168.0.116,192.178.211.94,UDP,51085,443,73
192.178.211.94,192.168.0.116,UDP,443,51085,162
192.168.0.116,192.178.211.94,UDP,51085,443,73
192.178.211.94,192.168.0.116,UDP,443,51085,574
192.178.211.94,192.168.0.116,UDP,443,51085,64
192.168.0.116,192.178.211.94,UDP,51085,443,77
192.178.211.94,192.168.0.116,UDP,443,51085,65
192.168.0.116,142.251.126.113,UDP,47787,443,1288
192.168.0.116,142.251.126.113,UDP,47787,443,1292
192.168.0.116,142.251.126.113,UDP,47787,443,1292
192.168.0.116,142.251.126.113,UDP,47787,443,1292
192.168.0.116,142.251.126.113,UDP,47787,443,1292
192.168.0.116,142.251.126.113,UDP,47787,443,1007
142.251.126.113,192.168.0.116,UDP,443,47787,71
142.251.126.113,192.168.0.116,UDP,443,47787,67
142.251.126.113,192.168.0.116,UDP,443,47787,67
142.251.126.113,192.168.0.116,UDP,443,47787,67
192.168.0.116,142.251.126.113,UDP,47787,443,74
142.251.126.113,192.168.0.116,UDP,443,47787,68
142.251.126.113,192.168.0.116,UDP,443,47787,717
142.251.126.113,192.168.0.116,UDP,443,47787,244
192.168.0.116,142.251.126.113,UDP,47787,443,77
142.251.126.113,192.168.0.116,UDP,443,47787,66
192.178.174.95,192.168.0.116,UDP,443,37077,120
192.168.0.116,192.178.174.95,UDP,37077,443,75
192.168.0.116,185.125.190.123,UDP,46938,123,230
192.168.0.116,239.255.255.250,UDP,44260,1900,214
185.125.190.123,192.168.0.116,UDP,123,46938,230
172.64.148.235,192.168.0.116,TCP,443,53204,90
192.168.0.116,172.64.148.235,TCP,53204,443,94
172.64.148.235,192.168.0.116,TCP,443,53204,66
192.168.0.116,142.250.67.165,TCP,39974,443,66
142.250.67.165,192.168.0.116,TCP,443,39974,66
172.64.148.235,192.168.0.116,TCP,443,53204,90
192.168.0.116,172.64.148.235,TCP,53204,443,66
192.168.0.116,172.64.148.235,TCP,53204,443,94
172.64.148.235,192.168.0.116,TCP,443,53204,66
192.168.0.116,172.64.155.209,TCP,60616,443,2842
192.168.0.116,172.64.155.209,TCP,60616,443,2842
192.168.0.116,172.64.155.209,TCP,60616,443,1454
172.64.155.209,192.168.0.116,TCP,443,60616,66
172.64.155.209,192.168.0.116,TCP,443,60616,66
172.64.155.209,192.168.0.116,TCP,443,60616,66
172.64.155.209,192.168.0.116,TCP,443,60616,66
192.168.0.116,172.64.155.209,TCP,60616,443,1261
172.64.155.209,192.168.0.116,TCP,443,60616,66
172.64.155.209,192.168.0.116,TCP,443,60616,105
192.168.0.116,172.64.155.209,TCP,60616,443,66
172.64.155.209,192.168.0.116,TCP,443,60616,725
172.64.155.209,192.168.0.116,TCP,443,60616,113
172.64.155.209,192.168.0.116,TCP,443,60616,97
192.168.0.116,172.64.155.209,TCP,60616,443,66
192.168.0.116,172.64.155.209,TCP,60616,443,66
192.168.0.116,172.64.155.209,TCP,60616,443,66
192.168.0.116,172.64.155.209,TCP,60616,443,101
172.64.155.209,192.168.0.116,TCP,443,60616,66
192.168.0.116,185.125.190.99,TCP,48732,80,74
192.168.0.116,185.125.190.100,TCP,37172,80,74
192.168.0.116,91.189.91.98,TCP,38366,80,74
185.125.190.100,192.168.0.116,TCP,80,37172,74
192.168.0.116,185.125.190.100,TCP,37172,80,66
192.168.0.116,185.125.190.100,TCP,37172,80,153
185.125.190.100,192.168.0.116,TCP,80,37172,251
185.125.190.100,192.168.0.116,TCP,80,37172,66
192.168.0.116,185.125.190.100,TCP,37172,80,66
192.168.0.116,185.125.190.100,TCP,37172,80,66
91.189.91.98,192.168.0.116,TCP,80,38366,74
192.168.0.116,91.189.91.98,TCP,38366,80,54
185.125.190.100,192.168.0.116,TCP,80,37172,66
192.168.0.116,142.251.126.139,TCP,47454,443,3125
192.168.0.116,142.251.126.139,TCP,47454,443,7066
192.168.0.116,142.251.126.139,TCP,47454,443,281
142.251.126.139,192.168.0.116,TCP,443,47454,66
142.251.126.139,192.168.0.116,TCP,443,47454,66
142.251.126.139,192.168.0.116,TCP,443,47454,105
142.251.126.139,192.168.0.116,TCP,443,47454,78
142.251.126.139,192.168.0.116,TCP,443,47454,78
142.251.126.139,192.168.0.116,TCP,443,47454,78
192.168.0.116,142.251.126.139,TCP,47454,443,1466
142.251.126.139,192.168.0.116,TCP,443,47454,66
142.251.126.139,192.168.0.116,TCP,443,47454,604
142.251.126.139,192.168.0.116,TCP,443,47454,434
142.251.126.139,192.168.0.116,TCP,443,47454,97
142.251.126.139,192.168.0.116,TCP,443,47454,105
192.168.0.116,142.251.126.139,TCP,47454,443,66
192.168.0.116,142.251.126.139,TCP,47454,443,101
192.168.0.116,142.251.126.139,TCP,47454,443,105
142.251.126.139,192.168.0.116,TCP,443,47454,66
192.168.0.116,142.251.157.119,UDP,58430,443,71
142.251.157.119,192.168.0.116,UDP,443,58430,66
142.251.126.95,192.168.0.116,UDP,443,33522,120
192.168.0.116,142.251.126.95,UDP,33522,443,79
192.168.0.116,142.251.126.101,ICMP,-,-,98
142.251.126.101,192.168.0.116,ICMP,-,-,98
192.168.0.116,142.251.126.101,ICMP,-,-,98
142.251.126.101,192.168.0.116,ICMP,-,-,98
192.168.0.116,142.251.126.101,ICMP,-,-,98
142.251.126.101,192.168.0.116,ICMP,-,-,98
192.168.0.1,192.168.0.116,ARP,-,-,42
192.168.0.116,192.168.0.1,ARP,-,-,42
140.82.112.25,192.168.0.116,TCP,443,42912,91
192.168.0.116,140.82.112.25,TCP,42912,443,95
140.82.112.25,192.168.0.116,TCP,443,42912,66
192.168.0.116,142.251.126.95,UDP,33522,443,71
142.251.126.95,192.168.0.116,UDP,443,33522,67
192.168.0.116,142.251.157.119,UDP,58430,443,71
172.64.148.235,192.168.0.116,TCP,443,34136,90
192.168.0.116,172.64.148.235,TCP,34136,443,94
172.64.148.235,192.168.0.116,TCP,443,34136,66
142.251.157.119,192.168.0.116,UDP,443,58430,66
142.251.126.95,192.168.0.116,UDP,443,33522,119
192.168.0.116,142.251.126.95,UDP,33522,443,75
192.168.0.116,192.178.211.94,UDP,45469,443,1292
192.168.0.116,192.178.211.94,UDP,45469,443,1292
192.168.0.116,192.178.211.94,UDP,45469,443,120
192.168.0.116,192.178.211.94,UDP,45469,443,1027
192.178.211.94,192.168.0.116,UDP,443,45469,82
192.178.211.94,192.168.0.116,UDP,443,45469,1292
192.178.211.94,192.168.0.116,UDP,443,45469,1292
192.178.211.94,192.168.0.116,UDP,443,45469,319
192.178.211.94,192.168.0.116,UDP,443,45469,986
192.178.211.94,192.168.0.116,UDP,443,45469,70
192.168.0.116,192.178.211.94,UDP,45469,443,1292
192.168.0.116,192.178.211.94,UDP,45469,443,73
192.178.211.94,192.168.0.116,UDP,443,45469,162
192.168.0.116,192.178.211.94,UDP,45469,443,73
192.168.0.116,172.64.155.209,TCP,39972,443,1454
192.168.0.116,172.64.155.209,TCP,39972,443,1454
192.168.0.116,172.64.155.209,TCP,39972,443,1454
172.64.155.209,192.168.0.116,TCP,443,39972,66
192.168.0.116,172.64.155.209,TCP,39972,443,1454
172.64.155.209,192.168.0.116,TCP,443,39972,66
192.168.0.116,172.64.155.209,TCP,39972,443,1454
172.64.155.209,192.168.0.116,TCP,443,39972,66
192.168.0.116,172.64.155.209,TCP,39972,443,1454
172.64.155.209,192.168.0.116,TCP,443,39972,66
172.64.155.209,192.168.0.116,TCP,443,39972,66
192.168.0.116,172.64.155.209,TCP,39972,443,228
172.64.155.209,192.168.0.116,TCP,443,39972,66
172.64.155.209,192.168.0.116,TCP,443,39972,105
192.178.211.94,192.168.0.116,UDP,443,45469,574
192.178.211.94,192.168.0.116,UDP,443,45469,64
192.168.0.116,192.178.211.94,UDP,45469,443,77
192.178.211.94,192.168.0.116,UDP,443,45469,65
192.168.0.116,172.64.155.209,TCP,39972,443,66
172.64.155.209,192.168.0.116,TCP,443,39972,66
192.168.0.116,142.251.106.94,UDP,44533,443,1292
192.168.0.116,142.251.106.94,UDP,44533,443,1292
192.168.0.116,142.251.106.94,UDP,44533,443,121
142.251.106.94,192.168.0.116,UDP,443,44533,82
142.251.106.94,192.168.0.116,UDP,443,44533,1292
142.251.106.94,192.168.0.116,UDP,443,44533,1292
142.251.106.94,192.168.0.116,UDP,443,44533,324
142.251.106.94,192.168.0.116,UDP,443,44533,996
192.168.0.116,142.251.106.94,UDP,44533,443,1292
192.168.0.116,142.251.106.94,UDP,44533,443,73
192.168.0.116,142.251.106.94,UDP,44533,443,897
142.251.106.94,192.168.0.116,UDP,443,44533,169
142.251.106.94,192.168.0.116,UDP,443,44533,71
192.168.0.116,142.251.106.94,UDP,44533,443,74
142.251.106.94,192.168.0.116,UDP,443,44533,606
142.251.106.94,192.168.0.116,UDP,443,44533,63
192.168.0.116,142.251.106.94,UDP,44533,443,77
142.251.106.94,192.168.0.116,UDP,443,44533,66
172.64.155.209,192.168.0.116,TCP,443,39972,595
172.64.155.209,192.168.0.116,TCP,443,39972,113
172.64.155.209,192.168.0.116,TCP,443,39972,97
192.168.0.116,172.64.155.209,TCP,39972,443,66
192.168.0.116,172.64.155.209,TCP,39972,443,66
192.168.0.116,172.64.155.209,TCP,39972,443,66
192.168.0.116,172.64.155.209,TCP,39972,443,101
172.64.155.209,192.168.0.116,TCP,443,39972,66
142.251.126.95,192.168.0.116,UDP,443,33522,120
192.168.0.116,142.251.126.95,UDP,33522,443,75
192.168.0.116,51.105.71.136,TCP,42348,443,66
51.105.71.136,192.168.0.116,TCP,443,42348,66
192.168.0.116,142.251.126.95,UDP,33522,443,71
142.251.126.95,192.168.0.116,UDP,443,33522,67
192.168.0.116,192.178.173.17,TCP,45590,443,66
192.178.173.17,192.168.0.116,TCP,443,45590,66
172.64.148.235,192.168.0.116,TCP,443,34136,90
192.168.0.116,172.64.148.235,TCP,34136,443,94
172.64.148.235,192.168.0.116,TCP,443,34136,66
142.251.126.95,192.168.0.116,UDP,443,33522,119
192.168.0.116,142.251.126.95,UDP,33522,443,75
192.168.0.116,192.178.173.17,TCP,45594,443,66
192.178.173.17,192.168.0.116,TCP,443,45594,66
142.251.126.95,192.168.0.116,UDP,443,33522,120
192.168.0.116,142.251.126.95,UDP,33522,443,75
192.168.0.116,142.251.157.119,UDP,58430,443,71
142.251.157.119,192.168.0.116,UDP,443,58430,66
192.168.0.116,51.105.71.136,TCP,42348,443,179
192.168.0.116,51.105.71.136,TCP,42348,443,2922
192.168.0.116,51.105.71.136,TCP,42348,443,77
51.105.71.136,192.168.0.116,TCP,443,42348,66
51.105.71.136,192.168.0.116,TCP,443,42348,105
51.105.71.136,192.168.0.116,TCP,443,42348,66
192.168.0.116,51.105.71.136,TCP,42348,443,66
51.105.71.136,192.168.0.116,TCP,443,42348,160
192.168.0.116,51.105.71.136,TCP,42348,443,66
192.168.0.116,51.105.71.136,TCP,42348,443,101
51.105.71.136,192.168.0.116,TCP,443,42348,66
192.178.173.17,192.168.0.116,TCP,443,45590,139
192.168.0.116,192.178.173.17,TCP,45590,443,66
192.178.173.17,192.168.0.116,TCP,443,45590,66
192.168.0.116,192.178.173.17,TCP,45590,443,66
192.178.173.17,192.168.0.116,TCP,443,45594,139
192.168.0.116,192.178.173.17,TCP,45594,443,66
192.178.173.17,192.168.0.116,TCP,443,45594,66
192.168.0.116,192.178.173.17,TCP,45594,443,66
192.168.0.116,142.251.126.95,UDP,33522,443,71
142.251.126.95,192.168.0.116,UDP,443,33522,67
172.64.148.235,192.168.0.116,TCP,443,34136,90
192.168.0.116,172.64.148.235,TCP,34136,443,94
172.64.148.235,192.168.0.116,TCP,443,34136,66
142.251.126.95,192.168.0.116,UDP,443,33522,119
192.168.0.116,142.251.126.95,UDP,33522,443,75
192.168.0.116,140.82.112.25,TCP,42912,443,66
140.82.112.25,192.168.0.116,TCP,443,42912,66
142.251.126.95,192.168.0.116,UDP,443,33522,120
192.168.0.116,142.251.126.95,UDP,33522,443,75
192.168.0.116,172.64.155.209,TCP,39972,443,66
172.64.155.209,192.168.0.116,TCP,443,39972,66
192.168.0.116,142.251.157.119,UDP,58430,443,1292
192.168.0.116,142.251.157.119,UDP,58430,443,442
